// proxy_unadjusted.dat    This header contains 14 lines 
// List of three solar proxies, as measured at the top of the admosphere (not adjusted to 1 AU) 
// Daily averages are given, without flares. Missing values & outliers are replaced with NaN 
// Time interval     01-Jan-1970 to 07-Apr-2013 
// File created on   08-Apr-2013 12:33:44 
// Number of samples 15803 
//   f10.7   10.7 cm radio flux in sfu [Penticton, provided by NGDC, NOAA] 
//   MgII    Mg II core-to-wing ratio  [composite from LASP, Boulder] 
//   HeII    intensity in 26-34 nm band (He II line) 1e11 phot/cm^2/s  [SEM/SOHO, Univ. Southern California] 
// For each proxy, three values are given in the following order: 
// (x) original proxy, (x*) proxy without data gaps, (xs) filtered with a 81-day causal boxcar 
// Interpolation is based on [Dudok de Wit, A&A 533 (2011) A29] 
// 
// year  month day f10.7  f10.7* f10.7s   MgII   MgII*   MgIIs    HeII   HeII*   HeIIs  
   2006    1    1   87.5   87.5   85.5   0.268   0.268   0.267     NaN   0.145   0.132  
   2006    1    2   84.6   84.6   85.6   0.268   0.268   0.267   0.143   0.143   0.132  
   2006    1    3   85.0   85.0   85.7   0.267   0.267   0.267   0.141   0.141   0.132  
   2006    1    4   84.0   84.0   85.7   0.266   0.266   0.267   0.141   0.141   0.132  
   2006    1    5   83.4   83.4   85.8   0.266   0.266   0.267   0.139   0.139   0.132  
   2006    1    6   82.1   82.1   85.8   0.265   0.265   0.267   0.139   0.139   0.132  
   2006    1    7   79.3   79.3   85.8   0.265   0.265   0.267   0.135   0.135   0.132  
   2006    1    8   78.2   78.2   85.8   0.265   0.265   0.267   0.131   0.131   0.132  
   2006    1    9   77.6   77.6   85.8   0.265   0.265   0.267   0.130   0.130   0.132  
   2006    1   10   77.8   77.8   85.8   0.265   0.265   0.267   0.127   0.127   0.132  
   2006    1   11   77.3   77.3   85.9   0.265   0.265   0.267   0.125   0.125   0.132  
   2006    1   12   76.6   76.6   85.9   0.265   0.265   0.267   0.124   0.124   0.132  
   2006    1   13   76.6   76.6   85.9   0.265   0.265   0.267   0.123   0.123   0.132  
   2006    1   14   77.5   77.5   86.0   0.265   0.265   0.267   0.124   0.124   0.132  
   2006    1   15   81.0   81.0   86.1   0.265   0.265   0.267   0.126   0.126   0.133  
   2006    1   16   83.9   83.9   86.2   0.266   0.266   0.267   0.130   0.130   0.133  
   2006    1   17   82.5   82.5   86.3   0.265   0.265   0.267   0.131   0.131   0.133  
   2006    1   18   85.7   85.7   86.5   0.266   0.266   0.267   0.133   0.133   0.133  
   2006    1   19   88.7   88.7   86.7   0.265   0.265   0.267   0.137   0.137   0.133  
   2006    1   20   90.8   90.8   86.9   0.266   0.266   0.267   0.139   0.139   0.134  
   2006    1   21   93.9   93.9   87.1   0.267   0.267   0.267   0.141   0.141   0.134  
   2006    1   22   92.9   92.9   87.2   0.267   0.267   0.267   0.140   0.140   0.134  
   2006    1   23   92.6   92.6   87.4   0.268   0.268   0.267   0.139   0.139   0.134  
   2006    1   24   92.7   92.7   87.6   0.268   0.268   0.267   0.138   0.138   0.135  
   2006    1   25   89.1   89.1   87.8   0.267   0.267   0.267   0.137   0.137   0.135  
   2006    1   26   86.9   86.9   87.8   0.267   0.267   0.267   0.137   0.137   0.135  
   2006    1   27   83.6   83.6   87.9   0.267   0.267   0.267   0.138   0.138   0.135  
   2006    1   28   80.1   80.1   87.9   0.267   0.267   0.267   0.136   0.136   0.135  
   2006    1   29   79.6   79.6   87.9   0.266   0.266   0.267   0.134   0.134   0.135  
   2006    1   30   78.9   78.9   87.9   0.265   0.265   0.267   0.131   0.131   0.135  
   2006    1   31   77.6   77.6   87.9   0.265   0.265   0.267   0.127   0.127   0.135  
   2006    2    1   77.6   77.6   87.9   0.264   0.264   0.267   0.125   0.125   0.135  
   2006    2    2   77.4   77.4   87.8   0.264   0.264   0.267   0.124   0.124   0.135  
   2006    2    3   78.7   78.7   87.7   0.264   0.264   0.267   0.125   0.125   0.135  
   2006    2    4   77.1   77.1   87.5   0.265   0.265   0.267   0.124   0.124   0.135  
   2006    2    5   76.4   76.4   87.2   0.265   0.265   0.267   0.123   0.123   0.135  
   2006    2    6   75.0   75.0   87.0   0.265   0.265   0.267   0.119   0.119   0.135  
   2006    2    7   74.1   74.1   86.7   0.264   0.264   0.267   0.118   0.118   0.135  
   2006    2    8   74.0   74.0   86.3   0.264   0.264   0.267   0.118   0.118   0.134  
   2006    2    9   74.8   74.8   86.0   0.265   0.265   0.267   0.118   0.118   0.134  
   2006    2   10   75.2   75.2   85.7   0.265   0.265   0.267   0.119   0.119   0.134  
   2006    2   11   76.1   76.1   85.5   0.264   0.264   0.266   0.121   0.121   0.134  
   2006    2   12   76.1   76.1   85.3   0.265   0.265   0.266   0.121   0.121   0.134  
